#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,Season
88,Svi Mykhailiuk,UTA,2,15.5,12.5,4,9.5,42.1,2,6,33.3,2.5,2.5,100,1,1,2,1.5,0.5,0,0,11,2024-25
91,Julian Champagnie,SAS,5,20.6,12.4,4,9.4,42.6,3.2,7.6,42.1,1.2,1.4,85.7,0.6,3.8,4.4,0.6,1,0.4,1.4,11.8,2024-25
92,Collin Sexton,UTA,6,22.5,12.3,4.7,10.3,45.2,1.7,4.7,35.7,1.3,1.7,80,0.3,3.2,3.5,3.7,0.8,0.5,2.8,12,2024-25
92,Trae Young,ATL,3,21.7,12.3,4,9,44.4,2.3,4.3,53.8,2,3.7,54.5,0,1,1,7.3,0.7,0,4,10.7,2024-25
94,Donte DiVincenzo,MIN,4,22,12.3,4.8,9.8,48.7,2.5,6.5,38.5,0.3,0.3,100,0.8,2.8,3.5,4.3,0.5,0,1,14.5,2024-25
95,Zach Edey,MEM,5,20.2,12.2,4.4,8.8,50,0,0.8,0,3.4,4.6,73.9,2.6,4.6,7.2,1,0.4,1,1.8,14.4,2024-25
96,Buddy Hield,GSW,6,17.2,12.2,4.5,8.7,51.9,3.2,6.5,48.7,0,0,0,0.2,2.3,2.5,1.7,0.2,0.2,1.7,10.8,2024-25
97,Andrew Wiggins,GSW,2,21.5,12,3.5,9.5,36.8,1,4.5,22.2,4,4.5,88.9,1,0.5,1.5,2,1,1,1.5,9.5,2024-25
97,Ayo Dosunmu,CHI,3,19.3,12,4.3,8,54.2,2.7,4.3,61.5,0.7,1.3,50,0.7,1.3,2,1.3,1,0,1,11,2024-25
97,Corey Kispert,WAS,4,22.8,12,4,8.3,48.5,2.3,5.3,42.9,1.8,2.3,77.8,0.3,1.5,1.8,1,0.3,0.8,2,9,2024-25
97,LeBron James,LAL,3,18.7,12,5,10.7,46.9,1.3,2.3,57.1,0.7,1,66.7,0.3,4,4.3,3.7,0,0.7,3,11.7,2024-25
101,Jakob Poeltl,TOR,5,24.4,11.8,5.4,8.6,62.8,0,0,0,1,1.4,71.4,2.6,6.6,9.2,3.2,0.4,0.6,2.4,19.2,2024-25
101,Tidjane Salaün,CHA,5,27.8,11.8,4.2,10.6,39.6,3,7.4,40.5,0.4,0.8,50,1,6.2,7.2,1.2,0.4,0.2,2.4,11.6,2024-25
103,Jalen Smith,CHI,3,17.7,11.7,4.3,9,48.1,0,3,0,3,4.3,69.2,2.3,6.7,9,2.3,0.7,0.3,0.7,17.3,2024-25
103,Jett Howard,ORL,3,19,11.7,3.7,7.3,50,2.3,5.7,41.2,2,2,100,0,0,0,1.7,1,0,0.7,10,2024-25
105,Jordan Poole,WAS,5,22,11.6,4.2,10,42,1.4,5.4,25.9,1.8,2,90,0.2,1.6,1.8,3.6,0.6,0.2,1.8,10,2024-25
106,Ajay Mitchell,OKC,4,20.8,11.5,5,9.5,52.6,0.5,3,16.7,1,1.8,57.1,0.5,1.5,2,2,1,0,1.3,10,2024-25
106,Bam Adebayo,MIA,4,20,11.5,4.3,7.5,56.7,1.3,3.3,38.5,1.8,3,58.3,0.3,4.8,5,1.8,2,0.5,1.8,14.5,2024-25
106,Johnny Juzang,UTA,4,17.5,11.5,3.8,6.5,57.7,2.5,4.8,52.6,1.5,2,75,1.3,0.8,2,1.5,0.8,0.3,0.5,12.3,2024-25
106,Santi Aldama,MEM,4,21.3,11.5,4,7.5,53.3,2.8,5.3,52.4,0.8,1.5,50,0.5,5,5.5,2.8,1,0,1.8,14.8,2024-25
106,Tyler Kolek,NYK,4,18,11.5,3.5,7.3,48.3,1.5,4.3,35.3,3,3,100,0.5,2.5,3,4.3,1,0.3,1.8,14.5,2024-25
111,Jordan Miller,LAC,5,19.6,11.4,4,6.8,58.8,0.8,1.6,50,2.6,4,65,1,1.8,2.8,1.8,1,0.4,0.8,12.4,2024-25
111,Tyrese Maxey,PHI,5,17.2,11.4,3.8,9.4,40.4,2.2,5.2,42.3,1.6,1.8,88.9,0,0.8,0.8,3.6,1,0,1.4,9.6,2024-25
113,Alexandre Sarr,WAS,3,23,11.3,4.3,9,48.1,2.3,4.3,53.8,0.3,0.7,50,1.7,3.7,5.3,2.3,0,1.7,2.3,13.3,2024-25
113,Russell Westbrook,DEN,3,19.7,11.3,3.7,8.3,44,1.7,3,55.6,2.3,3.3,70,0.3,1.7,2,6.3,0,0.3,3,11.3,2024-25
113,Tobias Harris,DET,3,20,11.3,4.3,8.3,52,1.3,3.3,40,1.3,1.7,80,0.3,3,3.3,2.7,1.3,1.3,0.7,15,2024-25
116,Chris Boucher,TOR,5,17,11.2,3.8,7.8,48.7,1.8,4,45,1.8,1.8,100,1.8,2,3.8,0.6,0.4,0.2,0.8,11.4,2024-25
116,Dillon Jones,OKC,5,23.6,11.2,4.4,9.2,47.8,1.4,3,46.7,1,1.2,83.3,1.4,5.2,6.6,3.6,1.8,0.6,2.8,16,2024-25
118,Anfernee Simons,POR,1,21,11,4,10,40,1,5,20,2,2,100,0,2,2,2,0,0,1,8,2024-25
118,Deni Avdija,POR,3,21.3,11,3.7,8.7,42.3,0.7,2.7,25,3,3,100,0.3,3.7,4,4,1.3,0.7,2.3,13.7,2024-25
118,Dennis Schröder,BKN,4,27.3,11,3.5,9.3,37.8,1,3.3,30.8,3,3.3,92.3,0.5,1.5,2,4.8,1.3,0.3,1.5,11.8,2024-25
118,Isaiah Joe,OKC,4,17.5,11,4.3,10.3,41.5,2.5,7.5,33.3,0,0.5,0,0.5,2.5,3,1.8,0.3,0,0,9.5,2024-25
118,Jalen Wilson,BKN,4,24.8,11,3.5,8.8,40,1.8,4.8,36.8,2.3,3.5,64.3,0.8,2.5,3.3,2.5,0.5,0.3,1.8,9.3,2024-25
118,Jordan Clarkson,UTA,5,17.4,11,3.8,7.4,51.4,0.6,1.8,33.3,2.8,3.6,77.8,0.6,2.4,3,2.2,0.6,1,2.2,11.2,2024-25
118,Kevon Harris,ATL,2,17.5,11,3.5,9,38.9,0,4.5,0,4,4,100,1.5,2,3.5,1.5,1,0.5,1.5,10.5,2024-25
118,Norman Powell,LAC,4,17,11,3.3,6,54.2,1.3,2.5,50,3.3,3.5,92.9,0,1.8,1.8,1.5,0.5,0.3,1,11,2024-25
118,Ousmane Dieng,OKC,5,26,11,3.8,9,42.2,1.6,4.8,33.3,1.8,2.6,69.2,2.2,4.2,6.4,3.6,0.2,1.2,1.6,14.8,2024-25
118,Stephen Curry,GSW,4,18.3,11,3.8,10.3,36.6,1.8,6.3,28,1.8,2,87.5,0,2.3,2.3,3.3,1,0.3,2.8,8.3,2024-25
118,Stephon Castle,SAS,5,21,11,3.4,7.6,44.7,0.8,3.2,25,3.4,4.8,70.8,1.2,1.2,2.4,3.6,1.2,0,2.8,9.8,2024-25
129,Chet Holmgren,OKC,4,15,10.8,3.8,7.5,50,0.8,2,37.5,2.5,4,62.5,0.5,4,4.5,1.3,0.5,1.3,1.8,11.3,2024-25
129,Dyson Daniels,ATL,4,22.8,10.8,4,9.5,42.1,2,5.3,38.1,0.8,1.5,50,1.3,3,4.3,2.8,1.3,0.5,1.3,12,2024-25
129,Jay Huff,MEM,4,15.8,10.8,4,9,44.4,2.3,5.3,42.9,0.5,0.8,66.7,1.3,3.3,4.5,1.3,0.3,1,1.5,11,2024-25
129,Landry Shamet,NYK,4,22,10.8,3.8,10.5,35.7,2.3,7.5,30,1,1,100,0.5,2.3,2.8,1.5,1,0.5,0.5,9.3,2024-25
129,Mikal Bridges,NYK,4,26.5,10.8,4,9.8,41,0.5,4.8,10.5,2.3,2.8,81.8,0.8,2.5,3.3,1.5,1,0,0.5,9.8,2024-25
134,Deandre Ayton,POR,3,17.7,10.7,4.7,7,66.7,1,1.3,75,0.3,0.3,100,3,4.7,7.7,1,1.3,0.3,1.3,17.3,2024-25
135,John Collins,UTA,5,15.8,10.6,3.6,8.4,42.9,0.6,3,20,2.8,3.8,73.7,1.8,3.4,5.2,1.6,0.8,1,1.8,11.6,2024-25
136,Julian Phillips,CHI,4,20,10.5,4,8,50,2,4.8,42.1,0.5,0.5,100,2.5,1.3,3.8,0.5,0,0.5,1.3,10,2024-25
136,Lonzo Ball,CHI,2,15.5,10.5,4,7.5,53.3,2.5,5.5,45.5,0,0,0,0,2,2,2,0.5,0.5,0.5,11.5,2024-25
136,OG Anunoby,NYK,4,24,10.5,3.3,8,40.6,1.3,4,31.3,2.8,3.5,78.6,0.5,4.3,4.8,1.3,1.8,1,1,12.8,2024-25
136,Sam Hauser,BOS,4,17.5,10.5,3.8,8.3,45.5,2.8,6,45.8,0.3,0.3,100,1.3,4.3,5.5,1.5,0.8,0.5,0.3,14,2024-25
136,Shake Milton,BKN,4,16.8,10.5,3.8,5.5,68.2,1.3,2,62.5,1.8,2,87.5,0.5,1,1.5,2.3,0.8,0.3,1.5,11.8,2024-25
141,Ochai Agbaji,TOR,5,23.6,10.4,4.2,7.8,53.8,0.6,3.2,18.8,1.4,2.2,63.6,1,2.8,3.8,2.6,0.4,0.2,1,12,2024-25
142,Bones Hyland,LAC,3,19,10.3,3.3,12,27.8,2,7.3,27.3,1.7,2.3,71.4,0.7,3.7,4.3,1.7,1.3,0,1.7,6.7,2024-25
142,Jalen Suggs,ORL,3,21,10.3,3,8.7,34.6,1.3,6,22.2,3,4.3,69.2,0.7,4,4.7,3.3,2,0.3,2.3,11.3,2024-25
144,Jamal Murray,DEN,4,20.3,10.3,3,8,37.5,1.8,4,43.8,2.5,2.5,100,0,1.3,1.3,2.5,1.3,0.8,2,9,2024-25
144,Jazian Gortman,DAL,4,20.5,10.3,4,7.8,51.6,2,3.5,57.1,0.3,0.3,100,0,1.8,1.8,2,1.3,0,1.8,9.8,2024-25
146,Brice Sensabaugh,UTA,6,21.3,10.2,3.2,7.5,42.2,1.5,3.7,40.9,2.3,3,77.8,0.7,3.2,3.8,1.8,1,0,1.8,10,2024-25
147,Kelly Olynyk,TOR,1,12,10,3,6,50,2,5,40,2,3,66.7,0,5,5,3,0,0,1,13,2024-25
147,Kevin Porter Jr.,LAC,4,16.5,10,4,9.8,41,0.5,1.8,28.6,1.5,2,75,0,3,3,3.8,1.8,0.5,2.5,10.3,2024-25
147,Olivier-Maxence Prosper,DAL,4,22.8,10,3.5,7.5,46.7,0.5,2.3,22.2,2.5,3.5,71.4,1.5,3,4.5,1.5,0.8,0,1,10.8,2024-25
147,Rayan Rupert,POR,4,26.3,10,4.3,8.8,48.6,0.5,3.5,14.3,1,1.5,66.7,0.3,3.3,3.5,2,0.8,0.3,2,9.5,2024-25
147,Zach Collins,SAS,3,21,10,4,10.7,37.5,0.3,3,11.1,1.7,3,55.6,0,3,3,3.3,0.7,0.3,0,9.3,2024-25
147,Ziaire Williams,BKN,4,25,10,4,8.3,48.5,0.8,2.8,27.3,1.3,2,62.5,2,4.5,6.5,1.5,2.5,0.8,1.5,14.8,2024-25
153,Brandin Podziemski,GSW,5,22.4,9.8,3.4,8.8,38.6,1.4,3.8,36.8,1.6,2,80,0.4,4,4.4,4,1.8,0,2.6,11.6,2024-25
153,D'Angelo Russell,LAL,5,25.8,9.8,3.8,10.4,36.5,1.2,5,24,1,1,100,0.4,1.8,2.2,5,0.8,0.4,1.6,10,2024-25
153,Jalen Duren,DET,5,18.4,9.8,4.4,6.4,68.8,0,0,0,1,1.4,71.4,2.2,4.2,6.4,2,0.6,1,1.6,15.8,2024-25
156,Kris Murray,POR,4,23,9.8,3.8,7,53.6,1.3,3.3,38.5,1,2,50,1.5,2,3.5,2,1,0.5,0.8,11.8,2024-25
157,Dejounte Murray,NOP,3,21,9.7,3.3,9.3,35.7,0.7,3.3,20,2.3,2.7,87.5,0.3,4.3,4.7,5,0.7,0,1.3,12.3,2024-25
157,Tyrese Haliburton,IND,3,19.3,9.7,3.7,6.7,55,2,4.3,46.2,0.3,0.3,100,0,2.7,2.7,4.3,1,0,1.3,13.3,2024-25
159,Sandro Mamukelashvili,SAS,5,15.2,9.6,3,6.2,48.4,2.4,4.4,54.5,1.2,1.6,75,0.8,1.4,2.2,1.8,0.4,0,0.6,9.8,2024-25
160,Cam Whitmore,HOU,4,18.8,9.5,3.3,8.8,37.1,0.8,4,18.8,2.3,3.5,64.3,0.5,1.5,2,2.3,1,0.5,1.8,6.8,2024-25
160,Dalano Banton,POR,4,20,9.5,3.3,7,46.4,1,3.8,26.7,2,3.5,57.1,0.8,2.5,3.3,4.3,1,0.8,1.8,11.8,2024-25
160,Josh Giddey,CHI,4,23.8,9.5,3.3,10.3,31.7,1.3,4,31.3,1.8,2.3,77.8,0.5,4.5,5,6,0.3,2,1.8,13.5,2024-25
160,Miles Bridges,CHA,4,19,9.5,3.3,7.8,41.9,1,3.3,30.8,2,2.3,88.9,1.3,3.8,5,1.8,0.3,0.3,1.8,10.3,2024-25
160,Tyus Jones,PHX,4,22,9.5,3.8,6,62.5,2,3.3,61.5,0,0,0,0,1.3,1.3,5.3,2,0,1.3,14.5,2024-25
160,Victor Wembanyama,SAS,2,20,9.5,3.5,10.5,33.3,0.5,4.5,11.1,2,3.5,57.1,1,7,8,3.5,0.5,2,3,12,2024-25
166,Precious Achiuwa,NYK,5,24.6,9.4,3.8,8.2,46.3,0.6,1.2,50,1.2,1.2,100,2.4,4.8,7.2,1.4,0.8,0.6,1.2,13.8,2024-25
166,Ryan Dunn,PHX,5,22.4,9.4,3,7.6,39.5,2.6,6,43.3,0.8,1.6,50,0.8,3,3.8,1.2,1.2,1.4,1,10.6,2024-25
166,Scotty Pippen Jr.,MEM,5,19.4,9.4,3,6.6,45.5,1.2,3.2,37.5,2.2,3,73.3,0.8,1.6,2.4,3.6,1,0,3.2,8.8,2024-25
169,Anthony Black,ORL,3,20,9.3,3,5.3,56.3,1,2,50,2.3,3,77.8,0.3,2.7,3,4.3,0.3,0,2.7,11.3,2024-25
169,Pascal Siakam,IND,3,19,9.3,4,8.7,46.2,1.3,3,44.4,0,1,0,0.7,2.7,3.3,3.3,0.3,0.3,0.7,10.3,2024-25
171,David Roddy,ATL,4,21.3,9.3,3.5,7.8,45.2,1,2.8,36.4,1.3,1.5,83.3,2.3,3.5,5.8,1.8,0.3,0.5,2.5,10.5,2024-25
171,Jarace Walker,IND,4,23.5,9.3,3,6.3,48,1.5,3.5,42.9,1.8,2.3,77.8,0.8,3.5,4.3,2,1.3,0.5,1.8,11.8,2024-25
171,Matas Buzelis,CHI,4,20.3,9.3,3,8.5,35.3,1.3,4.3,29.4,2,2.3,88.9,0.8,2.8,3.5,1.8,0.3,0.5,0.5,9,2024-25
174,Jake LaRavia,MEM,5,21.8,9.2,2.6,7.8,33.3,0.8,3.4,23.5,3.2,3.6,88.9,2.2,3.8,6,2.4,1.4,0.2,2.2,11.4,2024-25
174,Kyle Kuzma,WAS,5,23,9.2,3.2,10.2,31.4,1,5.2,19.2,1.8,3,60,0.2,4.4,4.6,2.6,0.6,0.2,3.2,5.8,2024-25
176,Amir Coffey,LAC,5,17.4,9,3.2,7,45.7,1,2.8,35.7,1.6,1.8,88.9,0,1.8,1.8,0.4,0.6,0.2,0.8,7.2,2024-25
176,Andre Drummond,PHI,5,20.4,9,4,7.2,55.6,0.2,0.8,25,0.8,1.6,50,4,8.4,12.4,0.8,1.8,1,2.6,18.4,2024-25
176,Ben Sheppard,IND,4,22.3,9,3,7.5,40,1.5,4.5,33.3,1.5,2,75,0.3,1.5,1.8,1.8,1,0.5,0.3,8.8,2024-25
176,Bilal Coulibaly,WAS,3,26,9,2.7,6.7,40,0.7,3,22.2,3,3,100,0.7,4.3,5,1,1.7,1,1.3,12.3,2024-25
176,Boogie Ellis,SAC,3,12.7,9,3.3,8,41.7,2.3,6,38.9,0,0,0,0.3,1,1.3,0.3,0.3,0,1.3,5,2024-25
176,Braxton Key,LAC,1,11,9,3,3,100,1,1,100,2,6,33.3,1,2,3,0,1,0,2,7,2024-25
176,CJ McCollum,NOP,3,19,9,3.3,10,33.3,2.3,7.3,31.8,0,0,0,0.7,3.3,4,1.7,0.3,0.7,1,8,2024-25
176,Caleb Daniels,MIA,1,17,9,3,6,50,2,3,66.7,1,2,50,1,8,9,0,0,0,1,13,2024-25
176,Collin Gillespie,PHX,5,12.8,9,2.8,5.4,51.9,1.2,2.8,42.9,2.2,2.6,84.6,0.2,1.6,1.8,3.2,0.6,0.4,1.4,10.6,2024-25
176,Cory Joseph,ORL,1,8,9,3,4,75,1,1,100,2,3,66.7,0,2,2,3,1,0,0,13,2024-25
176,De'Anthony Melton,GSW,5,18.4,9,3.6,8.2,43.9,1.8,4.6,39.1,0,0,0,0.6,2.2,2.8,3.4,1,0.2,1.6,10.2,2024-25
176,Enrique Freeman,IND,4,16.3,9,3.5,5.3,66.7,0.3,0.8,33.3,1.8,2,87.5,3.8,2.5,6.3,1.3,0.8,0.8,1.8,14.3,2024-25
176,Guerschon Yabusele,PHI,6,17.8,9,3.2,5.5,57.6,1.3,3,44.4,1.3,1.5,88.9,1.2,3.8,5,1.8,1,0.7,0.7,14.3,2024-25
176,Immanuel Quickley,TOR,1,24,9,4,7,57.1,1,2,50,0,1,0,0,3,3,10,0,0,3,15,2024-25
176,Jabari Walker,POR,2,20.5,9,3.5,6.5,53.8,1.5,2,75,0.5,2,25,1,4.5,5.5,2,1,0,0.5,12.5,2024-25
176,Jaime Jaquez Jr.,MIA,3,16.3,9,3.3,7,47.6,0,0.7,0,2.3,4.7,50,0.7,3.7,4.3,3.3,1.7,0,0.7,11.7,2024-25
176,Jordan Walsh,BOS,5,20.8,9,3,6.6,45.5,1.4,3.8,36.8,1.6,1.8,88.9,1.6,2.4,4,1.6,0.8,0.6,0.4,11.8,2024-25
176,Luke Kornet,BOS,4,18.5,9,4.3,5.8,73.9,0,0,0,0.5,0.5,100,2.8,3.8,6.5,1.8,0.5,0.3,0.3,16.3,2024-25
176,Noah Clowney,BKN,4,20.5,9,3.8,7.5,50,0.3,3.3,7.7,1.3,2,62.5,1,3.5,4.5,2.8,1,0.5,2.3,11,2024-25
176,Onyeka Okongwu,ATL,1,16,9,4,7,57.1,1,4,25,0,0,0,1,3,4,1,0,1,0,12,2024-25
176,Ricky Council IV,PHI,6,19,9,2.5,7,35.7,1.2,3.8,30.4,2.8,3.3,85,1.3,2.3,3.7,1.3,0.5,0,1,8.5,2024-25
176,Rob Dillingham,MIN,5,19.6,9,3.6,10.8,33.3,1.4,4,35,0.4,0.4,100,0,2.2,2.2,5,0.6,0,1,8.6,2024-25
198,Aaron Gordon,DEN,4,22.5,8.8,3.5,8.5,41.2,0.8,3,25,1,2.3,44.4,0.8,3.5,4.3,4,1,0.3,1.8,10.3,2024-25
198,Donovan Clingan,POR,4,20.5,8.8,4.3,8.3,51.5,0.3,1.3,20,0,0.3,0,4.5,7,11.5,1.5,0.3,2,1.5,18.3,2024-25
198,Jaden McDaniels,MIN,4,18.8,8.8,3,5.3,57.1,1.3,2,62.5,1.5,1.8,85.7,1.3,2.5,3.8,2,0,0.5,0.8,11.8,2024-25
198,Quincy Olivari,LAL,4,13.3,8.8,3,5.8,52.2,2,3.5,57.1,0.8,0.8,100,1,2.5,3.5,1,0.3,0,2,8.8,2024-25
202,Caris LeVert,CLE,3,21.3,8.7,3,9,33.3,1,5.3,18.8,1.7,2.7,62.5,0.3,2.7,3,5,0.7,0,2,8.3,2024-25
202,Lindy Waters III,GSW,6,14.5,8.7,2.7,5.5,48.5,1.8,4.2,44,1.5,1.7,90,0.3,3.5,3.8,0.7,0.3,0.3,0.5,10.3,2024-25
202,Malik Monk,SAC,3,19.7,8.7,3,9.7,31,0.7,4.7,14.3,2,2,100,0.3,2,2.3,1,1,0.7,2,5,2024-25
202,T.J. McConnell,IND,3,14,8.7,3.7,6.7,55,0.3,0.7,50,1,1.3,75,1,1,2,4,1.3,0.3,1.7,11.3,2024-25
206,Kyshawn George,WAS,5,20.8,8.6,3.2,6,53.3,1.8,4,45,0.4,0.4,100,0.4,2.8,3.2,2.8,1.2,0.8,1.2,12.6,2024-25
207,Brandon Williams,DAL,2,16.5,8.5,2.5,7,35.7,1.5,3.5,42.9,2,2.5,80,0,1,1,1.5,0,0,2,4,2024-25
207,Dereck Lively II,DAL,4,18.5,8.5,3.3,4.3,76.5,0,0.3,0,2,3,66.7,2,3.5,5.5,2,0.8,1.8,1.3,15.3,2024-25
207,James Wiseman,IND,4,12.8,8.5,4.3,6,70.8,0,0.3,0,0,1.8,0,2,3.8,5.8,0.5,0,0,0.5,10.8,2024-25
207,KJ Martin,PHI,6,21.5,8.5,3.8,6,63.9,0.2,0.3,50,0.7,1,66.7,1.3,2,3.3,1.3,1,0.3,0.8,11.2,2024-25
207,Quentin Grimes,DAL,4,20,8.5,3,7.8,38.7,1,4,25,1.5,1.8,85.7,0.5,4.8,5.3,2.8,0.5,0.3,1.8,10.5,2024-25
212,Christian Braun,DEN,5,24.4,8.4,2.6,7,37.1,0.4,3,13.3,2.8,4,70,1.2,3.4,4.6,2,0.4,0.6,1.4,9,2024-25
212,Kel'el Ware,MIA,5,14.6,8.4,3.4,7.4,45.9,0.4,2.2,18.2,1.2,2.4,50,1,3.6,4.6,0.6,1.2,1.2,0.4,10.4,2024-25
212,Royce O'Neale,PHX,5,16.8,8.4,3.2,6.4,50,1.4,4.2,33.3,0.6,0.8,75,0.6,3.6,4.2,2.2,0.6,1,1.2,11.8,2024-25
212,Simone Fontecchio,DET,5,18.4,8.4,3,7.8,38.5,1.8,5,36,0.6,0.6,100,1,2.2,3.2,0.8,0.2,0,0.8,7,2024-25
216,Keon Johnson,BKN,3,16,8.3,3.3,8.3,40,1,4.3,23.1,0.7,1,66.7,1.3,3,4.3,2.3,1,0.3,1,10,2024-25
216,Obi Toppin,IND,3,16.7,8.3,3.3,5.7,58.8,0,2,0,1.7,2.7,62.5,0.7,2,2.7,1.3,2,0.3,1.3,10,2024-25
218,Aaron Wiggins,OKC,4,20,8.3,3.5,7.3,48.3,0.8,2.8,27.3,0.5,1.3,40,0.3,3.5,3.8,2.5,1.5,0.3,1,10.8,2024-25
218,Dean Wade,CLE,4,21.8,8.3,2.8,6.8,40.7,1.8,5.5,31.8,1,1,100,1,3.3,4.3,1.8,0.8,1,0,12,2024-25
218,Jabari Smith Jr.,HOU,4,23.8,8.3,3.8,8.3,45.5,0.5,2.5,20,0.3,0.5,50,2.3,4.3,6.5,2,0,0.5,2,10.5,2024-25
221,Ivica Zubac,LAC,5,18.4,8.2,3.2,5.4,59.3,0,0,0,1.8,2,90,1.2,4.6,5.8,1.2,1,0.6,0.8,13.6,2024-25
221,Jamal Shead,TOR,5,15.2,8.2,2.6,6.6,39.4,0.4,2.6,15.4,2.6,2.8,92.9,0,0,0,3.2,1,0,0.8,7.4,2024-25
221,Monté Morris,PHX,5,17,8.2,3,6.2,48.4,1.2,3,40,1,1,100,0,2.6,2.6,4,1.2,0.2,0.2,12.8,2024-25
224,Clint Capela,ATL,3,16,8,3,5.3,56.3,0,0,0,2,2.3,85.7,2,5,7,1.3,0,0.3,0,14,2024-25
224,Daniel Gafford,DAL,4,15.5,8,3.5,5.3,66.7,0,0,0,1,1.3,80,1.5,3.5,5,1.5,0.5,2,1,14,2024-25
224,Dario Šarić,DEN,5,15.4,8,3,5.6,53.6,0.2,1.6,12.5,1.8,2.2,81.8,1.2,3.4,4.6,2,0.4,0,1,11,2024-25
224,Haywood Highsmith,MIA,4,16.8,8,3,5.5,54.5,1.3,2.5,50,0.8,1.3,60,1,2.5,3.5,0.5,0.8,0.3,0.8,9.3,2024-25
224,Jesse Edwards,MIN,2,15,8,2.5,4,62.5,0,0,0,3,4.5,66.7,2.5,1,3.5,0,1.5,0,2,8,2024-25
224,Kai Jones,LAC,5,24.2,8,3.6,5.4,66.7,0,0,0,0.8,1.6,50,1.8,3.2,5,1.4,1.4,2.4,1.6,14,2024-25
224,Nassir Little,MIA,2,23.5,8,2,7,28.6,2,4,50,2,3,66.7,1,2,3,1.5,1,0,2,5.5,2024-25
224,P.J. Washington,DAL,2,20.5,8,2.5,6.5,38.5,0.5,2,25,2.5,3,83.3,1,4,5,0.5,2.5,0.5,2.5,9.5,2024-25
224,Rudy Gobert,MIN,3,21.7,8,3,5,60,0,0,0,2,3,66.7,2,7.7,9.7,1,0.3,0,1.7,14.3,2024-25
233,Adam Flagler,OKC,5,17.4,7.8,2.8,7.2,38.9,1.8,4.8,37.5,0.4,0.4,100,0.2,1.4,1.6,1.2,0.6,0,0,6.8,2024-25
233,Carlton Carrington,WAS,5,22.2,7.8,2.8,8,35,1.2,4.2,28.6,1,1.4,71.4,0.6,3.8,4.4,1.4,0.2,0,2.4,5.8,2024-25
233,Keon Ellis,SAC,5,22.8,7.8,3,6.6,45.5,1,3.4,29.4,0.8,0.8,100,1.4,0.8,2.2,2.4,1.2,0.2,1,9.2,2024-25
236,Andrew Nembhard,IND,4,18,7.8,2.8,6.3,44,0.8,2.3,33.3,1.5,1.8,85.7,0.5,1.5,2,2.8,0.5,0,0.5,8.8,2024-25
236,Cole Swider,DET,4,16.5,7.8,2.5,7.3,34.5,1.8,5.5,31.8,1,1,100,0.3,3.5,3.8,1.3,0.3,0,0.3,8,2024-25
236,Derrick Jones Jr.,LAC,4,17,7.8,2.8,5.8,47.8,0.3,2,12.5,2,2.5,80,0,1.3,1.3,0.3,0.5,1,1,6.3,2024-25
236,Quenton Jackson,IND,4,10,7.8,2.8,3.8,73.3,0.3,0.3,100,2,2.3,88.9,1,1.3,2.3,1.8,0.8,0.3,1.3,10.3,2024-25
236,Ty Jerome,CLE,4,16.8,7.8,2.5,7.3,34.5,1,4,25,1.8,2,87.5,0.5,2.5,3,3,0.3,0,1.5,7.5,2024-25
241,Dorian Finney-Smith,BKN,3,23.7,7.7,2,5.7,35.3,1,4,25,2.7,3.3,80,1,2.7,3.7,1.7,1.3,0.3,1,9.3,2024-25
241,Malcolm Hill,NOP,3,8,7.7,2,4.7,42.9,1,3.3,30,2.7,2.7,100,0.3,0.3,0.7,0,0,0,0,5.7,2024-25
241,Riley Minix,SAS,3,7.7,7.7,2.7,4,66.7,1.3,2.3,57.1,1,1,100,0.3,1.7,2,0,0,0,0,8.3,2024-25
244,Harrison Barnes,SAS,5,23.4,7.6,2.2,6,36.7,1.2,3.6,33.3,2,2.2,90.9,1.2,2.2,3.4,1.4,0.2,0.2,1.8,7,2024-25
244,Josh Christopher,MIA,5,13.6,7.6,2.6,6.6,39.4,1,2.8,35.7,1.4,1.4,100,1,1.2,2.2,3,2,0,2,8.8,2024-25
244,Max Christie,LAL,5,23,7.6,2.6,6.6,39.4,1.2,4,30,1.2,1.2,100,0.4,3.2,3.6,0.8,0.6,0.4,1.4,7.6,2024-25
244,Ronald Holland II,DET,5,22.8,7.6,2.6,7,37.1,0.2,1.8,11.1,2.2,2.8,78.6,0.8,2.8,3.6,2.8,0.8,0.6,1.6,8.8,2024-25
248,Gary Trent Jr.,MIL,4,19.3,7.5,3.3,7.8,41.9,1,2.5,40,0,0,0,0.3,1.5,1.8,1.3,1,0,1,6,2024-25
248,Georges Niang,CLE,4,16.3,7.5,2.8,6.5,42.3,1,3.8,26.7,1,1,100,0,2.8,2.8,0.8,0.3,0,0.3,7.3,2024-25
248,Jack McVeigh,HOU,2,8,7.5,3,5,60,1.5,2.5,60,0,0,0,1.5,1.5,3,0,0,0,0.5,8,2024-25
248,Naji Marshall,DAL,4,20.8,7.5,2.8,7.8,35.5,0.8,1.8,42.9,1.3,1.5,83.3,0.8,4,4.8,1.8,0.8,0,1.3,8.3,2024-25
252,Jahmi'us Ramsey,TOR,5,12.8,7.4,2.2,5.6,39.3,1,2.4,41.7,2,2.4,83.3,0,1,1,0.4,0.2,0,1.6,3.6,2024-25
