#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,Season
296,Rob Edwards,OKC,1,4,6,2,3,66.7,2,3,66.7,0,0,0,0,0,0,0,0,0,0,5,2021-21
296,Santi Aldama,MEM,5,14.4,6,2.4,6.6,36.4,0.6,2.6,23.1,0.6,0.6,100,0.6,4.6,5.2,0.8,0.2,0.4,1,7.4,2021-21
296,Tarik Black,DEN,1,17,6,1,2,50,0,0,0,4,4,100,3,1,4,0,1,0,1,9,2021-21
314,Joshua Primo,SAS,5,9.8,5.8,2.4,3.8,63.2,1,2,50,0,0,0,0.4,0.6,1,1.2,0,0.2,1.2,5.6,2021-21
315,David Nwaba,HOU,4,13.5,5.8,1.8,3.5,50,0.5,1,50,1.8,2,87.5,0.3,3,3.3,0,0.5,0.3,0.8,7,2021-21
315,Dean Wade,CLE,4,14.3,5.8,1.8,3.5,50,1,2.5,40,1.3,2.3,55.6,1.5,2.5,4,2,1,0.3,1,9.3,2021-21
315,Frank Kaminsky,PHX,4,15.5,5.8,2.3,5.5,40.9,0.5,2.3,22.2,0.8,1,75,0.3,4.3,4.5,2.3,0.5,0,0.5,9,2021-21
315,Gabe Vincent,MIA,4,19,5.8,2,5.8,34.8,1,3.8,26.7,0.8,1,75,0.3,0.8,1,5.3,0.5,0.3,1.8,7,2021-21
315,Gorgui Dieng,ATL,4,19.5,5.8,2.8,5,55,0.3,1.3,20,0,0,0,1,4.5,5.5,2.3,1,0.5,2,10.8,2021-21
315,Grant Williams,BOS,4,20,5.8,1.8,4.5,38.9,1,2.3,44.4,1.3,1.5,83.3,0.5,3.3,3.8,1.8,1.3,0.5,1.5,8.5,2021-21
315,Kevin Pangos,CLE,4,16,5.8,2.3,8.5,26.5,0.5,3.5,14.3,0.8,1,75,0,1,1,3.5,0.8,0.3,1.3,3.5,2021-21
315,Luka Samanic,NYK,4,8.3,5.8,2.5,4.8,52.6,0.5,1,50,0.3,0.5,50,0.5,1.5,2,0.5,0,0.3,0.5,5.5,2021-21
315,Mychal Mulder,MIA,4,10.5,5.8,2,5.5,36.4,1.8,5,35,0,0,0,0,0,0,0.8,0.5,0.3,0.3,3.5,2021-21
315,Sam Dekker,TOR,4,8.3,5.8,2.3,4,56.3,1.3,2,62.5,0,0.3,0,0,0.5,0.5,0.3,0,0,0.3,4.3,2021-21
315,Theo Maledon,OKC,4,18.5,5.8,2,5.5,36.4,1.5,4,37.5,0.3,0.5,50,0,3.8,3.8,3,0.3,0.3,0.8,8.5,2021-21
326,Jock Landale,SAS,3,11,5.7,2,4.3,46.2,0.7,2.3,28.6,1,1.3,75,1,3.3,4.3,1.7,0.3,0,2.3,7,2021-21
327,Isaac Okoro,CLE,5,19,5.6,1.8,4.6,39.1,0.4,1.4,28.6,1.6,2.6,61.5,0.8,1,1.8,1.2,1,0.4,1.2,5,2021-21
328,Blake Griffin,BKN,2,21.5,5.5,2,4.5,44.4,1,3.5,28.6,0.5,1,50,0.5,3,3.5,3,0.5,0.5,1.5,8.5,2021-21
328,Davis Bertans,DAL,4,17.8,5.5,1.5,6.3,24,1.3,5.8,21.7,1.3,1.5,83.3,0.5,2.5,3,0.5,0,0.8,0.3,4.5,2021-21
328,Matt Thomas,CHI,4,9.8,5.5,1.8,4.8,36.8,1.3,3.8,33.3,0.8,1,75,0,0,0,1.3,0.3,0.3,0.5,3.5,2021-21
328,Shaquille Harrison,BKN,4,17.5,5.5,2.3,5.5,40.9,0,0.8,0,1,2.8,36.4,0.3,2.3,2.5,1.8,2.8,0.5,2.3,5.8,2021-21
328,Sharife Cooper,ATL,4,13.5,5.5,2.3,4,56.3,0.8,1.5,50,0.3,0.5,50,0.3,2.3,2.5,2.8,1,0.3,1.5,8.5,2021-21
328,Wayne Ellington,LAL,4,21.3,5.5,1.5,5.3,28.6,1,4,25,1.5,1.8,85.7,0,3.3,3.3,1,0.3,0.3,0,6.3,2021-21
334,Dorian Finney-Smith,DAL,3,19.7,5.3,1.7,6,27.8,0.7,2.7,25,1.3,1.7,80,2.3,2.7,5,2,0.7,0.7,1.7,7.3,2021-21
334,Frank Ntilikina,DAL,3,15.7,5.3,1.7,5.3,31.3,0.7,3,22.2,1.3,1.3,100,0,1,1,1.7,1,0.3,0.3,5.3,2021-21
334,Patrick Beverley,MIN,3,18.3,5.3,2,6.3,31.6,0.7,3.3,20,0.7,0.7,100,0.7,3,3.7,3.7,1,0.7,1.7,8.3,2021-21
334,Patty Mills,BKN,3,20.7,5.3,2,6.7,30,0.7,4,16.7,0.7,1,66.7,0,2,2,2,1,0.7,1.3,4.7,2021-21
338,Feron Hunt,NYK,4,10.8,5.3,2.5,3.5,71.4,0.3,0.5,50,0,0.5,0,0.5,1.3,1.8,0.5,1,0.3,0.3,7,2021-21
338,Ish Smith,WAS,4,16,5.3,2.5,6.5,38.5,0,0.3,0,0.3,1.3,20,0.8,1.5,2.3,2.5,1.3,0.3,2,4.5,2021-21
338,Jaden McDaniels,MIN,4,20.8,5.3,2.3,5,45,0.8,2.3,33.3,0,0,0,1,2.3,3.3,0.8,1.5,0,1.3,6.8,2021-21
338,Jake Layman,MIN,4,11,5.3,2,3.3,61.5,0.5,1.5,33.3,0.8,1,75,0,1.8,1.8,0.3,0.8,0.3,0.3,6.5,2021-21
338,Jarred Vanderbilt,MIN,4,17,5.3,2,4.3,47.1,0,0.5,0,1.3,2,62.5,1.5,4.8,6.3,0.5,1,0,1.5,8.5,2021-21
338,Oshae Brissett,IND,4,15.3,5.3,1.8,5.8,30.4,1,3.5,28.6,0.8,1.8,42.9,0,2.3,2.3,0.5,0.8,0.5,0.3,4,2021-21
344,Dalano Banton,TOR,5,14.4,5.2,2.4,5.2,46.2,0.2,1.4,14.3,0.2,0.8,25,0.8,1.6,2.4,3,0.2,0.8,2.2,6,2021-21
345,Al-Farouq Aminu,BOS,1,10,5,2,2,100,1,1,100,0,0,0,1,0,1,1,0,0,0,7,2021-21
345,Chasson Randle,PHX,4,11,5,1.8,4,43.8,0.8,2,37.5,0.8,1.3,60,0,0.8,0.8,1.3,0.5,0,1,3.8,2021-21
345,Dru Smith,MIA,3,12.7,5,1.7,3.7,45.5,0.3,1.7,20,1.3,1.3,100,0.3,1.3,1.7,2,1,0.7,1.3,7,2021-21
345,Duane Washington Jr.,IND,4,9.5,5,2.3,5,45,0,1.8,0,0.5,1,50,0,1,1,1.8,0,0,1,3.5,2021-21
345,George Hill,MIL,3,18.7,5,1.7,5,33.3,0,2.7,0,1.7,2.3,71.4,0.7,2.3,3,1.3,0.7,0,1.7,4.3,2021-21
345,Hassani Gravett,ORL,3,10.3,5,1.7,2.7,62.5,1,1,100,0.7,0.7,100,0,1.3,1.3,0.3,0.7,0,0.3,6,2021-21
345,Jalen Suggs,ORL,3,22.7,5,2,7.3,27.3,0.7,3.3,20,0.3,1,33.3,0.3,3.3,3.7,3,0.7,1.3,2,5.7,2021-21
345,Jericho Sims,NYK,3,19,5,2,4.3,46.2,0,0,0,1,1.3,75,2.7,4.7,7.3,1,1,0.3,0.3,11.7,2021-21
345,Justin James,NOP,1,12,5,2,5,40,0,1,0,1,2,50,0,3,3,1,0,0,1,4,2021-21
345,KZ Okpala,MIA,4,18.3,5,1.8,6.3,28,0.8,2.5,30,0.8,1.5,50,2.5,2,4.5,0.5,1,0.3,1.5,4.5,2021-21
345,Kelly Oubre Jr.,CHA,1,14,5,2,6,33.3,0,3,0,1,2,50,0,2,2,0,0,3,0,5,2021-21
345,Kyle Guy,MIA,1,10,5,2,4,50,0,2,0,1,2,50,0,0,0,1,1,0,2,2,2021-21
345,Lamar Stevens,CLE,4,15.5,5,2.3,5.5,40.9,0,0.5,0,0.5,1.3,40,1,3.3,4.3,0.5,0,0.5,1.3,5,2021-21
345,Louis King,SAC,3,10.3,5,1.3,4,33.3,1,2.7,37.5,1.3,1.3,100,0,0.7,0.7,0.3,1,0,0.7,3.7,2021-21
345,Matisse Thybulle,PHI,1,21,5,1,5,20,0,3,0,3,4,75,0,3,3,0,2,1,0,6,2021-21
345,Maurice Harkless,SAC,4,18.3,5,2,4,50,1,2.3,44.4,0,0.5,0,0.3,2.3,2.5,0.8,1.3,0.5,1,6.5,2021-21
345,Moses Moody,GSW,5,14,5,1.8,4.6,39.1,1.2,2.6,46.2,0.2,0.4,50,0.6,1.6,2.2,1,1,0,0.4,5.8,2021-21
345,Tacko Fall,CLE,3,11.7,5,2,3,66.7,0,0,0,1,2.3,42.9,1,1.7,2.7,0,0.7,0.7,0.7,6,2021-21
345,Troy Brown Jr.,CHI,4,13.8,5,2,6,33.3,1,3.8,26.7,0,0,0,0.5,1.5,2,1.8,0.3,0,1,4,2021-21
364,John Konchar,MEM,6,16.7,4.8,1.8,3.7,50,0.5,1.5,33.3,0.7,0.8,80,1.2,2.7,3.8,1.8,0.7,0.8,0.5,9.5,2021-21
365,Thanasis Antetokounmpo,MIL,5,18.6,4.8,1.8,4.2,42.9,0,0.4,0,1.2,1.8,66.7,1.6,2,3.6,2.6,0.6,0.8,0.6,8.8,2021-21
366,Marquese Chriss,DAL,4,13.3,4.8,1.3,3.5,35.7,0,0.8,0,2.3,3,75,0.5,2.5,3,0.5,1,0.5,1.5,5.3,2021-21
366,T.J. McConnell,IND,4,21,4.8,1.8,5.8,30.4,0.8,2,37.5,0.5,0.5,100,2,2,4,5,2.3,0.3,1.8,10.5,2021-21
366,Torrey Craig,PHX,4,19.5,4.8,1.8,5.8,30.4,0.8,3.3,23.1,0.5,0.5,100,0.5,2.8,3.3,1.8,0.8,0.5,0,7,2021-21
366,Udoka Azubuike,UTA,4,18.5,4.8,2.3,3.5,64.3,0,0,0,0.3,0.5,50,2,6.3,8.3,1,0.5,1,1.3,12.8,2021-21
370,Deni Avdija,WAS,3,19.7,4.7,1.7,4.3,38.5,0.7,2.3,28.6,0.7,2,33.3,0.7,4.7,5.3,1.7,0.3,0,0.7,7.3,2021-21
370,Jeff Dowtin Jr.,ORL,3,8.7,4.7,2.3,5.7,41.2,0,1,0,0,0,0,0.7,0,0.7,1.3,0,0,0,3.3,2021-21
370,Keon Johnson,POR,3,15,4.7,1.3,4.7,28.6,0.3,1.7,20,1.7,2.7,62.5,1,1.7,2.7,1,0.7,0.7,2,3.3,2021-21
373,Tremont Waters,WAS,5,11.8,4.6,1.8,2.8,64.3,1,1.4,71.4,0,0,0,0,0.8,0.8,2,0.8,0,2,5.2,2021-21
374,Franz Wagner,ORL,4,22.5,4.5,1.5,5.8,26.1,1,3.5,28.6,0.5,0.5,100,0.3,1.3,1.5,1.8,1.5,0.8,1,4.8,2021-21
374,Mamadi Diakite,OKC,2,12,4.5,2,4.5,44.4,0.5,1,50,0,1,0,0.5,1.5,2,0,0,1,1,3,2021-21
376,David Duke Jr.,BKN,3,16.7,4.3,1.3,3.3,40,0.3,0.7,50,1.3,2.3,57.1,0.7,3.3,4,1.3,1,0,1.3,6.3,2021-21
376,Hassan Whiteside,UTA,3,14.7,4.3,1.7,4,41.7,0,0,0,1,2,50,2,4.7,6.7,0,0.3,1.3,0.7,8.7,2021-21
376,Ish Wainright,PHX,3,11.7,4.3,1.3,3,44.4,1.3,2.7,50,0.3,0.7,50,0.3,2.7,3,1,0.7,0,1.3,5.7,2021-21
376,Jordan Goodwin,WAS,3,5.7,4.3,2,3.7,54.5,0.3,1.7,20,0,0,0,0.3,0.3,0.7,0,0,0,0.3,3,2021-21
376,Justise Winslow,POR,3,19.3,4.3,2,6.3,31.6,0.3,1.7,20,0,0,0,0.7,4,4.7,3,0,0.3,2,6,2021-21
376,Kessler Edwards,BKN,3,13.3,4.3,1.3,3,44.4,0.3,1.3,25,1.3,1.3,100,1.3,1.3,2.7,1,0,0.3,1.3,5.3,2021-21
376,Sam Hauser,BOS,3,10.3,4.3,1.7,4,41.7,1,3,33.3,0,0,0,0,1,1,0,0.3,0,0.7,2.7,2021-21
376,Trendon Watford,POR,3,11,4.3,2,2.7,75,0,0.3,0,0.3,1.3,25,1.7,1.7,3.3,0.7,1.3,0,2.3,5.7,2021-21
376,Xavier Tillman,MEM,6,16.2,4.3,1.8,5,36.7,0.3,1.8,18.2,0.3,0.7,50,1.2,3.2,4.3,1.8,1.2,0.7,1,7.8,2021-21
385,Avery Bradley,LAL,4,12.8,4.3,1.8,4.5,38.9,0.5,2.3,22.2,0.3,0.3,100,0.3,1,1.3,1,1.3,0,0,5,2021-21
385,Chimezie Metu,SAC,4,9.3,4.3,1.8,3.3,53.8,0.8,2,37.5,0,0,0,0.5,2,2.5,0.5,0.5,0,1,5.3,2021-21
385,DJ Stewart,SAS,4,17,4.3,1.8,2.8,63.6,0.5,0.8,66.7,0.3,0.5,50,0.8,1.5,2.3,0.3,0,0.3,0.8,5,2021-21
385,Greg Brown III,POR,4,16.5,4.3,1.8,5,35,0.3,2,12.5,0.5,0.5,100,1,5.3,6.3,0,0.3,0.8,0.5,7.8,2021-21
385,P.J. Tucker,MIA,4,17.5,4.3,1.5,4,37.5,1.3,2.5,50,0,0,0,1,2,3,1.3,1,0.3,1,6.3,2021-21
390,Chandler Hutchison,PHX,4,14,4,1.3,2.5,50,0.5,1,50,1,1.5,66.7,0.3,1.3,1.5,1,0.5,0,1,4.3,2021-21
390,Chris Chiozza,GSW,5,11,4,1.2,3.4,35.3,0.8,2.2,36.4,0.8,1,80,0.6,1.8,2.4,1.8,0.6,0,1,5.4,2021-21
390,Chris Silva,MIA,1,6,4,1,3,33.3,0,0,0,2,2,100,3,0,3,0,0,0,0,5,2021-21
390,Delon Wright,ATL,3,15.3,4,1,2.3,42.9,0,0.7,0,2,2,100,0.7,0.7,1.3,3.3,0.7,0,0.7,7.3,2021-21
390,Dewayne Dedmon,MIA,4,15.8,4,1.3,3,41.7,0,0.8,0,1.5,2.3,66.7,0.8,4,4.8,0.3,0.3,0.5,1.8,5.5,2021-21
390,Eric Bledsoe,POR,4,17,4,1.3,4,31.3,0,0.5,0,1.5,1.8,85.7,0.5,1.5,2,3.8,0.8,0.5,1.8,6.3,2021-21
390,George King,DAL,3,9.3,4,1.3,2.3,57.1,1,2,50,0.3,0.3,100,0,1,1,0.7,0,0,0.3,4.3,2021-21
390,Jahmi'us Ramsey,SAC,3,9,4,1.3,4,33.3,0.7,2.7,25,0.7,1,66.7,0.3,0.3,0.7,0,0.3,0,0.3,1.7,2021-21
390,Jeremiah Robinson-Earl,OKC,4,17.8,4,1.3,5.5,22.7,0.5,3.8,13.3,1,1.5,66.7,0.8,1.8,2.5,1.5,0.8,0,0.8,3.3,2021-21
390,Johnny O'Bryant III,MIL,2,10.5,4,1.5,3,50,1,1.5,66.7,0,0,0,1,0.5,1.5,0,0.5,0,0.5,4,2021-21
390,Jonathan Kuminga,GSW,2,8.5,4,1.5,4,37.5,0,2,0,1,2,50,1,1,2,0.5,0.5,0,1,2.5,2021-21
390,Josh Green,DAL,4,18.3,4,1.8,4.8,36.8,0.3,1,25,0.3,0.5,50,0.8,2.8,3.5,2.3,0.3,0.3,1.3,5.8,2021-21
390,Keifer Sykes,IND,2,20,4,1,5,20,0.5,3,16.7,1.5,1.5,100,0.5,1,1.5,2.5,0.5,0,1.5,3,2021-21
390,Keita Bates-Diop,SAS,3,16,4,1.7,5,33.3,0.7,2,33.3,0,0.7,0,0.7,4.3,5,0.3,1,0.3,0.3,6.3,2021-21
390,Khem Birch,TOR,2,17,4,1.5,3.5,42.9,0.5,0.5,100,0.5,2,25,1,3,4,1.5,0,0.5,1.5,5,2021-21
390,Miye Oni,UTA,4,19.5,4,1.3,4.3,29.4,1,3.8,26.7,0.5,1,50,0.8,1.8,2.5,2.3,0,0.3,0.3,5.3,2021-21
390,Nathan Knight,MIN,3,7.3,4,1.3,1.7,80,0,0,0,1.3,1.7,80,0.3,1.7,2,0.7,0,1.3,0.3,7,2021-21
390,Reggie Perry,POR,2,7,4,0.5,2,25,0,0.5,0,3,3,100,0,1,1,0,0.5,0,0.5,3.5,2021-21
390,Shake Milton,PHI,2,22.5,4,1.5,5.5,27.3,1,2.5,40,0,0,0,0,1.5,1.5,4.5,0.5,0,2,4.5,2021-21
390,Tony Bradley,CHI,1,9,4,2,5,40,0,0,0,0,0,0,1,1,2,1,0,0,0,4,2021-21
390,Trent Forrest,UTA,3,18.3,4,1.7,6,27.8,0.3,1.3,25,0.3,0.7,50,0.3,1.3,1.7,3,1,1,1.3,4.7,2021-21
390,Willie Cauley-Stein,PHI,4,14.3,4,2,3.8,53.3,0,0.8,0,0,0,0,0.3,3.5,3.8,0.5,0,1.3,0.3,7.5,2021-21
390,Willy Hernangomez,NOP,4,14.3,4,1.5,4.8,31.6,0,0,0,1,2.3,44.4,2,1.8,3.8,1,0.3,0.5,1,4,2021-21
413,D.J. Augustin,LAL,4,9.8,3.8,1,3,33.3,0.8,2,37.5,1,1,100,0,0.5,0.5,1.8,0,0,0.3,3.8,2021-21
413,Garrett Temple,NOP,4,16,3.8,1.8,5.8,30.4,0.3,2.5,10,0,0,0,1,2,3,0.3,0,0.3,1.8,1.5,2021-21
413,Jarrett Culver,MEM,4,13.8,3.8,1.5,5.5,27.3,0.8,3.3,23.1,0,0,0,0.5,2,2.5,1.3,0.3,0.5,2,2.3,2021-21
413,Josh Hart,POR,4,17.5,3.8,1.3,4.8,26.3,0.5,2.5,20,0.8,1.3,60,1.3,2.5,3.8,1.8,0.5,0,0.8,5,2021-21
413,Malik Fitts,BOS,4,11.8,3.8,1.3,2.8,45.5,1.3,1.5,83.3,0,0,0,0,2,2,2,0.3,0.5,0.8,6.3,2021-21
413,Moses Wright,DAL,4,10,3.8,1.8,3.3,53.8,0.3,1,25,0,1,0,1.3,1.5,2.8,0.5,0.3,0.8,0.8,4.8,2021-21
413,Nick Richards,CHA,4,13.8,3.8,1.5,3,50,0,0.3,0,0.8,1,75,2,3,5,0.3,0.3,0.3,1.5,6.3,2021-21
413,Trevelin Queen,HOU,4,8.8,3.8,1.8,4.3,41.2,0,1.3,0,0.3,0.3,100,1.3,0.8,2,0.8,1,0.3,1,4.3,2021-21
421,Robert Williams III,BOS,3,21,3.7,1.3,4,33.3,0,0,0,1,1.3,75,1.3,4.3,5.7,1.3,0.7,2,0.7,9.7,2021-21
422,Zeke Nnaji,DEN,5,14.4,3.6,1.4,3.4,41.2,0.6,1.2,50,0.2,0.4,50,1,2.8,3.8,0.8,0.2,0.4,1,5.6,2021-21
423,Enes Freedom,BOS,4,12.8,3.5,1.5,3.8,40,0,0,0,0.5,0.5,100,2,3.5,5.5,0.5,0,0,0.8,6.5,2021-21
423,Juancho Hernangomez,UTA,4,13,3.5,0.8,2.5,30,0.3,2,12.5,1.8,2.3,77.8,1,1.8,2.8,1,0.3,0.5,0.8,5,2021-21
423,Luka Garza,DET,4,7.3,3.5,1.3,2.8,45.5,0,1,0,1,1.3,80,1.3,1,2.3,0,0,0.5,0.3,4.3,2021-21
423,MaCio Teague,UTA,4,9.8,3.5,1.8,5.8,30.4,0,1.5,0,0,0,0,0.3,0.5,0.8,1,0.5,0,0,1.8,2021-21
423,Patrick Patterson,POR,2,13.5,3.5,1.5,5.5,27.3,0.5,3.5,14.3,0,0,0,1.5,2.5,4,0,0,0,1,2.5,2021-21
423,Quinn Cook,POR,2,13.5,3.5,1.5,3.5,42.9,0.5,1,50,0,0,0,0,1,1,0.5,0,0,1,2,2021-21
423,Rodney McGruder,DET,2,17.5,3.5,1.5,4,37.5,0.5,1,50,0,0,0,0.5,1.5,2,0.5,0.5,0,1,3,2021-21
423,Skylar Mays,ATL,4,10,3.5,1.3,3.5,35.7,0.5,1.5,33.3,0.5,0.5,100,0.5,0.8,1.3,1,0.5,0.3,0.5,3.8,2021-21
423,Tomas Satoransky,WAS,4,14.3,3.5,1.3,2.8,45.5,0,0.3,0,1,1.5,66.7,0.3,0.8,1,1.3,0.5,0,1.8,2.5,2021-21
432,Facundo Campazzo,DEN,5,21.8,3.4,0.8,4.4,18.2,0.6,3.8,15.8,1.2,1.4,85.7,0,2.2,2.2,2.8,1.4,0.2,1,5.2,2021-21
433,Brad Wanamaker,WAS,3,18.7,3.3,1.3,3.3,40,0.3,0.7,50,0.3,0.7,50,0,2.3,2.3,3,0.7,0.3,1.3,6,2021-21
433,Charles Bassey,PHI,3,8.3,3.3,1,1.7,60,0.3,0.3,100,1,1.3,75,0.3,1,1.3,0,0,0.7,0.7,3.7,2021-21
433,Langston Galloway,MIL,3,9,3.3,1,4.3,23.1,0.7,3,22.2,0.7,0.7,100,1,2.7,3.7,1.7,0,0.3,0.3,5.3,2021-21
436,Alex Len,SAC,4,11.5,3.3,1,2.3,44.4,0,0,0,1.3,1.8,71.4,0.5,1.8,2.3,1,0.5,0.5,0.8,5,2021-21
436,Kai Jones,CHA,4,11,3.3,1.3,3.8,33.3,0,0.3,0,0.8,2.5,30,1.8,1.3,3,0.3,0.3,0.3,0.3,2.5,2021-21
436,Leandro Bolmaro,MIN,4,11,3.3,1.3,3,41.7,0.3,1.3,20,0.5,0.5,100,0.3,1,1.3,1.3,0.3,0.3,0.8,3.8,2021-21
436,Stanley Johnson,LAL,4,9.8,3.3,1,3,33.3,0.8,1.8,42.9,0.5,0.5,100,0.3,2.3,2.5,0.8,0,0,0.5,4,2021-21
440,Austin Rivers,DEN,5,17.4,3.2,1,3.4,29.4,0.4,1.8,22.2,0.8,1.8,44.4,0.4,1.2,1.6,0.8,0.6,0,1.4,1.4,2021-21
441,Jahlil Okafor,ATL,2,14,3,1,1.5,66.7,0,0,0,1,1,100,0.5,1.5,2,1.5,0.5,0.5,0.5,6.5,2021-21
441,Jalen Crutcher,CHA,1,12,3,1,4,25,1,2,50,0,0,0,0,1,1,1,0,0,1,1,2021-21
441,Jordan Bell,CHI,4,8.3,3,1.3,1.3,100,0.3,0.3,100,0.3,0.5,50,0.8,0.8,1.5,0.8,0.5,0.5,2,4,2021-21
441,Kevon Looney,GSW,5,19,3,1.4,2.8,50,0,0,0,0.2,0.8,25,1.4,4,5.4,2,1.2,0.6,0.8,9.4,2021-21
441,Nassir Little,POR,1,24,3,1,9,11.1,0,3,0,1,2,50,0,8,8,1,0,0,5,-2,2021-21
441,Nicolas Batum,LAC,2,22.5,3,1,4.5,22.2,1,3.5,28.6,0,0,0,0.5,4,4.5,1,0,0,1,4,2021-21
441,Petr Cornelie,DEN,2,7,3,1,2,50,0.5,0.5,100,0.5,1,50,1,1,2,0.5,0,0.5,0.5,4,2021-21
441,Quentin Grimes,NYK,4,7,3,1,2.8,36.4,1,2,50,0,0,0,0.3,1.3,1.5,0.5,0.5,0,0.3,3.5,2021-21
441,Rajon Rondo,CLE,6,16.7,3,1.2,2.3,50,0.7,1.2,57.1,0,0,0,0,4.2,4.2,3.3,0.3,0,2.3,7.3,2021-21
441,Scottie Lewis,CHA,2,10.5,3,0.5,1,50,0,0,0,2,2,100,0,1,1,1,1.5,1,1,6,2021-21
441,Tyler Bey,HOU,1,7,3,1,2,50,0,0,0,1,1,100,1,0,1,0,0,0,0,3,2021-21
452,Davon Reed,DEN,4,7.3,2.8,0.8,1.8,42.9,0.5,1,50,0.8,1,75,0,0.8,0.8,1,0.3,0,0,3.5,2021-21
452,JaQuori McLaughlin,DAL,4,10.3,2.8,0.8,3,25,0.5,2.5,20,0.8,1,75,0.3,1.8,2,0.8,0.3,0.3,0.8,2.8,2021-21
452,Jalen Johnson,ATL,4,14.5,2.8,1,4.3,23.5,0,0.8,0,0.8,1.5,50,0.5,2.3,2.8,1,0.3,0.8,1,2.5,2021-21
